8.4634 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
8.4643 	INFO 	Loaded monitor calibration from ['2025_03_07 15:28']
8.6863 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000025CA0AD4400>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000025CA0AD4460>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000025CA0B861D0>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.6864 	EXP 	window1: backgroundImage = ''
8.6864 	EXP 	window1: backgroundFit = 'none'
8.6931 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6937 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6943 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6950 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6957 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6960 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6966 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6973 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6976 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6978 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6984 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6989 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.6994 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
8.7000 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
