4.6805 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
4.6811 	INFO 	Loaded monitor calibration from ['2025_03_07 15:28']
4.8688 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002242908B580>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002242908B520>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=False, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000022429139F90>, multiSample=False, name='window1', numSamples=2, pos=[560.0, 240.0], screen=0, size=array([800, 600]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
4.8689 	EXP 	window1: backgroundImage = ''
4.8689 	EXP 	window1: backgroundFit = 'none'
4.8745 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8751 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8756 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8763 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8769 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8773 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8778 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8785 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8787 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8790 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8795 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8800 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8805 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8810 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8814 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8819 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8825 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
4.8828 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
